plato_id,nombre_plato,categoria_plato,precio,popularidad,rating,restaurante_id,nombre_restaurante,categoria_rest,latitud,longitud,year,month,day,weekday,es_favorito,lunes_apertura_min,lunes_cierre_min,martes_apertura_min,martes_cierre_min,miércoles_apertura_min,miércoles_cierre_min,jueves_apertura_min,jueves_cierre_min,viernes_apertura_min,viernes_cierre_min,sábado_apertura_min,sábado_cierre_min,domingo_apertura_min,domingo_cierre_min,telefono
complementary_plate_italiana_53,Fettuccine Alfredo,Italiana,18000,74,4.1,rest_italiana_17,La Trattoria,Italiana,5.6208849,-73.5095936,2025,9,30,1,1,480,1320,480,1320,480,1320,480,1320,480,1320,495,1309,433,1317,3649484909
complementary_plate_italiana_54,Tiramisu de la Casa,Italiana,24500,49,3.4,rest_italiana_1,Il Forno,Italiana,5.6329444,-73.533844,2025,8,18,0,0,420,1380,420,1380,420,1380,420,1380,420,1380,433,1425,437,1385,3466270739
complementary_plate_italiana_55,Lasaña Bolognesa,Italiana,21500,56,3.6,rest_italiana_3,La Trattoria,Italiana,5.6395457,-73.53403,2025,3,12,2,0,720,1380,720,1380,720,1380,720,1380,720,1380,671,1428,678,1368,3518789755
complementary_plate_italiana_56,Ossobuco,Italiana,20500,64,4.7,rest_italiana_18,La Trattoria,Italiana,5.6508163,-73.529273,2025,6,5,3,1,720,1380,720,1380,720,1380,720,1380,720,1380,725,1406,714,1435,
complementary_plate_italiana_57,Risotto,Italiana,16500,75,3.4,rest_italiana_3,Bella Italia,Italiana,5.6473318,-73.525557,2024,8,12,0,0,600,120,600,120,600,120,600,120,600,120,639,139,630,150,
complementary_plate_italiana_58,Gnocchi,Italiana,30000,55,3.1,rest_italiana_9,Pasta & Vino,Italiana,5.6378361,-73.5236618,2024,2,26,0,0,720,1380,720,1380,720,1380,720,1380,720,1380,741,1385,751,1368,3726900235
complementary_plate_italiana_59,Risotto Clásico,Italiana,26000,62,4.4,rest_italiana_20,Pasta & Vino,Italiana,5.6309451,-73.5128121,2025,7,3,3,0,600,120,600,120,600,120,600,120,600,120,623,134,562,93,3387650736
complementary_plate_italiana_60,Ravioli,Italiana,24500,72,5.0,rest_italiana_19,Il Forno,Italiana,5.659885,-73.5377328,2026,2,1,6,0,600,120,600,120,600,120,600,120,600,120,587,112,659,91,
complementary_plate_italiana_61,Antipasto del Chef,Italiana,24000,63,4.3,rest_italiana_9,Bella Italia,Italiana,5.6370473,-73.5386131,2026,1,3,5,1,420,1380,420,1380,420,1380,420,1380,420,1380,372,1397,477,1382,3540437823
complementary_plate_italiana_62,Fettuccine Alfredo,Italiana,30000,46,3.4,rest_italiana_20,La Trattoria,Italiana,5.6380555,-73.5243236,2024,10,12,5,1,600,120,600,120,600,120,600,120,600,120,545,179,630,122,3709426217
complementary_plate_italiana_63,Antipasto Especial,Italiana,21000,62,4.5,rest_italiana_20,Bella Italia,Italiana,5.626545,-73.5121135,2026,1,8,3,0,600,120,600,120,600,120,600,120,600,120,562,150,635,172,3907304541
complementary_plate_italiana_64,Pasta Carbonara,Italiana,22500,52,2.7,rest_italiana_4,La Trattoria,Italiana,5.6517924,-73.5322626,2025,3,22,5,0,720,1380,720,1380,720,1380,720,1380,720,1380,771,1366,670,1403,
complementary_plate_italiana_65,Risotto Clásico,Italiana,30000,52,2.5,rest_italiana_12,Il Forno,Italiana,5.6477473,-73.5143398,2024,6,16,6,0,720,1380,720,1380,720,1380,720,1380,720,1380,743,1428,754,1352,
complementary_plate_italiana_66,Pasta Carbonara,Italiana,20500,57,4.2,rest_italiana_3,Il Forno,Italiana,5.6288308,-73.5296069,2025,5,9,4,0,600,120,600,120,600,120,600,120,600,120,593,175,625,97,3322810605
complementary_plate_italiana_67,Tiramisu,Italiana,18000,83,4.2,rest_italiana_1,Il Forno,Italiana,5.6232952,-73.5045566,2024,4,27,5,0,600,120,600,120,600,120,600,120,600,120,545,125,617,115,3682387210
complementary_plate_italiana_68,Ossobuco,Italiana,28000,52,3.6,rest_italiana_15,La Trattoria,Italiana,5.64722,-73.5041724,2024,7,7,6,0,420,1380,420,1380,420,1380,420,1380,420,1380,431,1394,375,1393,
complementary_plate_italiana_69,Lasaña Bolognesa,Italiana,22500,52,4.0,rest_italiana_1,La Trattoria,Italiana,5.6461804,-73.5281085,2025,8,17,6,0,480,1320,480,1320,480,1320,480,1320,480,1320,537,1301,443,1301,
complementary_plate_italiana_70,Fettuccine Alfredo Premium,Italiana,24500,60,3.5,rest_italiana_2,Il Forno,Italiana,5.6309304,-73.5308002,2025,3,26,2,1,420,1380,420,1380,420,1380,420,1380,420,1380,418,1360,472,1381,3813901126
complementary_plate_italiana_71,Risotto,Italiana,30000,62,4.2,rest_italiana_7,Il Forno,Italiana,5.6580345,-73.5235478,2025,5,3,5,0,420,1380,420,1380,420,1380,420,1380,420,1380,382,1385,377,1422,
complementary_plate_italiana_72,Pasta Carbonara,Italiana,24000,63,3.4,rest_italiana_17,Bella Italia,Italiana,5.6260423,-73.5303787,2025,2,14,4,1,420,1380,420,1380,420,1380,420,1380,420,1380,393,1439,416,1383,3337178929
complementary_plate_italiana_73,Antipasto,Italiana,23000,55,3.2,rest_italiana_10,Pasta & Vino,Italiana,5.6372934,-73.5131046,2025,2,16,6,0,720,1380,720,1380,720,1380,720,1380,720,1380,664,1424,709,1369,3179723877
complementary_plate_italiana_74,Pasta Carbonara,Italiana,16000,75,4.1,rest_italiana_7,Il Forno,Italiana,5.6577446,-73.5069574,2025,5,18,6,1,420,1380,420,1380,420,1380,420,1380,420,1380,449,1414,430,1384,
complementary_plate_italiana_75,Calzone,Italiana,18000,79,3.8,rest_italiana_19,Il Forno,Italiana,5.6367891,-73.5130763,2024,10,16,2,0,420,1380,420,1380,420,1380,420,1380,420,1380,364,1364,426,1434,3533697673
complementary_plate_italiana_76,Pizza Margherita,Italiana,15000,77,3.4,rest_italiana_12,La Trattoria,Italiana,5.645541,-73.507026,2024,5,3,4,0,420,1380,420,1380,420,1380,420,1380,420,1380,432,1398,444,1425,
complementary_plate_italiana_77,Calzone Premium,Italiana,17000,92,4.3,rest_italiana_6,Bella Italia,Italiana,5.6359038,-73.5241203,2025,3,30,6,1,720,1380,720,1380,720,1380,720,1380,720,1380,713,1410,702,1393,3819368755
complementary_plate_italiana_78,Ossobuco,Italiana,24500,58,3.9,rest_italiana_16,Pasta & Vino,Italiana,5.6309686,-73.5337473,2024,12,25,2,0,720,1380,720,1380,720,1380,720,1380,720,1380,756,1352,716,1428,3909415438
complementary_plate_italiana_79,Ossobuco,Italiana,20000,70,4.4,rest_italiana_8,Bella Italia,Italiana,5.6593591,-73.510482,2025,12,27,5,0,420,1380,420,1380,420,1380,420,1380,420,1380,452,1397,436,1393,
complementary_plate_italiana_80,Bruschetta,Italiana,26000,62,4.4,rest_italiana_20,Il Forno,Italiana,5.6363734,-73.525581,2025,4,5,5,0,600,120,600,120,600,120,600,120,600,120,594,124,613,141,3228339027
complementary_plate_italiana_1,Pasta Carbonara,Italiana,36500,59,3.8,rest_italiana_15,Il Forno,Italiana,5.655764,-73.5131492,2025,2,17,0,1,720,1380,720,1380,720,1380,720,1380,720,1380,676,1434,702,1356,
complementary_plate_italiana_2,Ravioli Clásico,Italiana,70000,49,3.6,rest_italiana_6,Bella Italia,Italiana,5.6291982,-73.5291742,2025,11,16,6,0,720,1380,720,1380,720,1380,720,1380,720,1380,718,1350,744,1368,3813058296
complementary_plate_italiana_3,Lasaña Bolognesa,Italiana,49000,47,2.7,rest_italiana_16,Bella Italia,Italiana,5.6285242,-73.5367508,2026,2,1,6,0,720,1380,720,1380,720,1380,720,1380,720,1380,715,1361,752,1381,3591479623
complementary_plate_italiana_4,Gnocchi,Italiana,31000,66,4.3,rest_italiana_13,Pasta & Vino,Italiana,5.6212454,-73.5002967,2024,3,24,6,1,420,1380,420,1380,420,1380,420,1380,420,1380,372,1410,430,1437,3914929191
complementary_plate_italiana_5,Risotto Premium,Italiana,66500,38,3.7,rest_italiana_10,Pasta & Vino,Italiana,5.6460667,-73.5337519,2025,3,9,6,1,720,1380,720,1380,720,1380,720,1380,720,1380,757,1362,709,1366,
complementary_plate_italiana_6,Calzone del Chef,Italiana,46000,59,3.8,rest_italiana_20,La Trattoria,Italiana,5.6347411,-73.5004632,2025,6,24,1,0,600,120,600,120,600,120,600,120,600,120,608,99,584,152,3221841719
complementary_plate_italiana_7,Pizza Margherita,Italiana,30000,69,4.1,rest_italiana_8,Pasta & Vino,Italiana,5.6545743,-73.5009088,2025,11,19,2,0,720,1380,720,1380,720,1380,720,1380,720,1380,707,1396,703,1414,
complementary_plate_italiana_8,Gnocchi,Italiana,58500,42,4.1,rest_italiana_6,Pasta & Vino,Italiana,5.6389284,-73.5082473,2024,4,8,0,1,600,120,600,120,600,120,600,120,600,120,564,95,567,128,3307417703
complementary_plate_italiana_9,Ossobuco,Italiana,70000,43,4.2,rest_italiana_6,Pasta & Vino,Italiana,5.6587277,-73.5136231,2025,8,7,3,1,720,1380,720,1380,720,1380,720,1380,720,1380,696,1389,709,1436,
complementary_plate_italiana_10,Tiramisu,Italiana,40500,45,3.4,rest_italiana_6,Pasta & Vino,Italiana,5.627421,-73.5168877,2026,1,25,6,0,480,1320,480,1320,480,1320,480,1320,480,1320,479,1300,464,1377,3427508077
complementary_plate_italiana_11,Ossobuco,Italiana,54000,54,4.1,rest_italiana_2,Pasta & Vino,Italiana,5.6547449,-73.5053559,2024,12,1,6,0,720,1380,720,1380,720,1380,720,1380,720,1380,733,1414,709,1437,
complementary_plate_italiana_12,Ossobuco,Italiana,44500,61,4.1,rest_italiana_11,Pasta & Vino,Italiana,5.6510639,-73.5284224,2024,2,8,3,0,600,120,600,120,600,120,600,120,600,120,573,171,554,167,
complementary_plate_italiana_13,Gnocchi Especial,Italiana,48000,52,3.7,rest_italiana_11,Il Forno,Italiana,5.6508369,-73.5212928,2026,1,30,4,0,480,1320,480,1320,480,1320,480,1320,480,1320,520,1312,474,1358,
complementary_plate_italiana_14,Gnocchi,Italiana,64500,47,4.7,rest_italiana_4,Bella Italia,Italiana,5.6537913,-73.5152244,2025,12,28,6,1,720,1380,720,1380,720,1380,720,1380,720,1380,725,1428,753,1408,
complementary_plate_italiana_15,Calzone,Italiana,49500,37,2.7,rest_italiana_10,Pasta & Vino,Italiana,5.650441,-73.5235524,2025,2,26,2,0,600,120,600,120,600,120,600,120,600,120,586,96,653,166,
complementary_plate_italiana_16,Pizza Margherita,Italiana,47500,41,3.1,rest_italiana_2,Bella Italia,Italiana,5.6450488,-73.5229005,2024,4,26,4,0,420,1380,420,1380,420,1380,420,1380,420,1380,382,1387,405,1403,
complementary_plate_italiana_17,Ravioli,Italiana,36500,51,3.3,rest_italiana_5,La Trattoria,Italiana,5.6252498,-73.5267886,2025,9,30,1,1,420,1380,420,1380,420,1380,420,1380,420,1380,453,1354,428,1400,3596479771
complementary_plate_italiana_18,Tiramisu,Italiana,37000,49,3.5,rest_italiana_3,Pasta & Vino,Italiana,5.621301,-73.5174307,2025,12,27,5,0,600,120,600,120,600,120,600,120,600,120,654,125,584,148,3552344880
complementary_plate_italiana_19,Pasta Carbonara,Italiana,55000,34,3.3,rest_italiana_10,La Trattoria,Italiana,5.6568339,-73.505977,2025,2,26,2,1,420,1380,420,1380,420,1380,420,1380,420,1380,364,1368,437,1431,
complementary_plate_italiana_20,Tiramisu,Italiana,57500,53,3.9,rest_italiana_4,La Trattoria,Italiana,5.644666,-73.5319389,2024,11,20,2,0,600,120,600,120,600,120,600,120,600,120,542,113,635,122,
complementary_plate_italiana_21,Ravioli,Italiana,70000,34,3.8,rest_italiana_19,La Trattoria,Italiana,5.6518615,-73.5026227,2025,1,19,6,1,420,1380,420,1380,420,1380,420,1380,420,1380,398,1428,425,1419,
complementary_plate_italiana_22,Lasaña Bolognesa,Italiana,38000,70,4.8,rest_italiana_13,La Trattoria,Italiana,5.6392609,-73.5124365,2024,5,28,1,0,720,1380,720,1380,720,1380,720,1380,720,1380,757,1405,695,1438,3368713951
complementary_plate_italiana_23,Pizza Margherita Premium,Italiana,46500,59,4.7,rest_italiana_15,Bella Italia,Italiana,5.6246923,-73.5070691,2025,5,9,4,0,420,1380,420,1380,420,1380,420,1380,420,1380,394,1350,412,1376,3830640153
complementary_plate_italiana_24,Risotto,Italiana,39000,67,4.4,rest_italiana_20,Bella Italia,Italiana,5.6250074,-73.5177524,2024,2,8,3,1,480,1320,480,1320,480,1320,480,1320,480,1320,448,1318,422,1380,3353504597
complementary_plate_italiana_25,Gnocchi,Italiana,48000,72,4.3,rest_italiana_11,La Trattoria,Italiana,5.6474226,-73.5088193,2025,2,20,3,0,600,120,600,120,600,120,600,120,600,120,621,166,582,159,
complementary_plate_italiana_26,Tiramisu,Italiana,30000,52,3.7,rest_italiana_13,Il Forno,Italiana,5.6372122,-73.539352,2024,3,19,1,0,420,1380,420,1380,420,1380,420,1380,420,1380,465,1406,379,1409,3731024862
complementary_plate_italiana_27,Pasta Carbonara,Italiana,42000,49,3.9,rest_italiana_7,Bella Italia,Italiana,5.628021,-73.5072648,2025,11,13,3,0,600,120,600,120,600,120,600,120,600,120,544,174,649,163,3215119441
complementary_plate_italiana_28,Ossobuco,Italiana,43000,48,3.1,rest_italiana_12,Il Forno,Italiana,5.6396638,-73.5383944,2024,5,8,2,1,420,1380,420,1380,420,1380,420,1380,420,1380,397,1390,417,1436,3497907903
complementary_plate_italiana_29,Antipasto Premium,Italiana,44500,44,2.5,rest_italiana_5,Pasta & Vino,Italiana,5.6225684,-73.5044035,2024,8,5,0,1,600,120,600,120,600,120,600,120,600,120,637,92,636,126,3428478885
complementary_plate_italiana_30,Pasta Carbonara,Italiana,45000,58,3.7,rest_italiana_13,Il Forno,Italiana,5.6432789,-73.5003215,2025,8,28,3,1,480,1320,480,1320,480,1320,480,1320,480,1320,432,1340,447,1317,3592456318
complementary_plate_italiana_31,Fettuccine Alfredo,Italiana,36500,46,3.6,rest_italiana_4,Bella Italia,Italiana,5.6307597,-73.5282373,2024,5,2,3,0,420,1380,420,1380,420,1380,420,1380,420,1380,456,1377,413,1426,3765399166
complementary_plate_italiana_32,Fettuccine Alfredo de la Casa,Italiana,49000,51,3.3,rest_italiana_13,Il Forno,Italiana,5.6519024,-73.5315873,2025,8,9,5,0,600,120,600,120,600,120,600,120,600,120,568,141,603,149,
complementary_plate_italiana_33,Calzone,Italiana,58500,30,3.0,rest_italiana_19,La Trattoria,Italiana,5.6324145,-73.5093855,2025,1,10,4,1,480,1320,480,1320,480,1320,480,1320,480,1320,488,1332,517,1349,3455352022
complementary_plate_italiana_34,Bruschetta,Italiana,65000,41,3.7,rest_italiana_19,La Trattoria,Italiana,5.6382088,-73.5298789,2024,6,3,0,1,600,120,600,120,600,120,600,120,600,120,592,114,621,93,3523410453
complementary_plate_italiana_35,Bruschetta,Italiana,33500,63,3.6,rest_italiana_1,La Trattoria,Italiana,5.6204648,-73.5053775,2025,1,23,3,1,480,1320,480,1320,480,1320,480,1320,480,1320,461,1368,451,1311,3440652062
complementary_plate_italiana_36,Tiramisu Premium,Italiana,43500,45,2.9,rest_italiana_7,Pasta & Vino,Italiana,5.6228979,-73.5358863,2024,2,8,3,0,720,1380,720,1380,720,1380,720,1380,720,1380,768,1370,718,1397,3325140086
complementary_plate_italiana_37,Ravioli,Italiana,60000,23,2.8,rest_italiana_20,Pasta & Vino,Italiana,5.6356997,-73.5349618,2025,6,1,6,1,720,1380,720,1380,720,1380,720,1380,720,1380,697,1358,774,1353,3987664650
complementary_plate_italiana_38,Calzone,Italiana,41000,57,4.4,rest_italiana_8,Bella Italia,Italiana,5.6391976,-73.5008339,2025,8,27,2,1,720,1380,720,1380,720,1380,720,1380,720,1380,761,1372,719,1414,3372336859
complementary_plate_italiana_39,Gnocchi de la Casa,Italiana,69500,34,3.5,rest_italiana_14,Pasta & Vino,Italiana,5.6440008,-73.5130464,2025,11,26,2,0,480,1320,480,1320,480,1320,480,1320,480,1320,420,1294,507,1376,
complementary_plate_italiana_40,Tiramisu,Italiana,70000,53,4.6,rest_italiana_10,Pasta & Vino,Italiana,5.6316665,-73.5061245,2025,12,7,6,1,480,1320,480,1320,480,1320,480,1320,480,1320,511,1367,502,1358,3331090271
complementary_plate_italiana_41,Calzone,Italiana,70000,51,4.0,rest_italiana_4,Pasta & Vino,Italiana,5.6477993,-73.5270268,2025,10,2,3,0,480,1320,480,1320,480,1320,480,1320,480,1320,466,1341,511,1355,
complementary_plate_italiana_42,Tiramisu,Italiana,70000,49,4.8,rest_italiana_11,Pasta & Vino,Italiana,5.6544049,-73.5129407,2024,4,5,4,0,420,1380,420,1380,420,1380,420,1380,420,1380,457,1424,456,1364,
complementary_plate_italiana_43,Pasta Carbonara,Italiana,60000,38,3.4,rest_italiana_16,La Trattoria,Italiana,5.651194,-73.5162303,2024,10,25,4,0,720,1380,720,1380,720,1380,720,1380,720,1380,761,1411,686,1383,
complementary_plate_italiana_44,Risotto Clásico,Italiana,54500,59,4.6,rest_italiana_2,Bella Italia,Italiana,5.6215848,-73.515874,2024,6,8,5,0,420,1380,420,1380,420,1380,420,1380,420,1380,403,1387,448,1406,3231237129
complementary_plate_italiana_45,Risotto,Italiana,31500,49,3.3,rest_italiana_6,Bella Italia,Italiana,5.6392203,-73.5126987,2025,3,29,5,0,720,1380,720,1380,720,1380,720,1380,720,1380,726,1386,663,1378,3123659943
complementary_plate_italiana_46,Lasaña Bolognesa Premium,Italiana,69500,31,3.6,rest_italiana_10,Il Forno,Italiana,5.6241972,-73.5169856,2024,5,25,5,1,600,120,600,120,600,120,600,120,600,120,631,146,626,127,3330313087
complementary_plate_italiana_47,Bruschetta,Italiana,61500,38,4.0,rest_italiana_12,La Trattoria,Italiana,5.6296818,-73.5228375,2025,5,17,5,1,420,1380,420,1380,420,1380,420,1380,420,1380,441,1379,363,1377,3718813677
complementary_plate_italiana_48,Lasaña Bolognesa,Italiana,44000,52,3.6,rest_italiana_12,Bella Italia,Italiana,5.6594665,-73.5289631,2024,8,20,1,1,600,120,600,120,600,120,600,120,600,120,619,111,584,172,
complementary_plate_italiana_49,Ossobuco,Italiana,32000,50,3.6,rest_italiana_3,Pasta & Vino,Italiana,5.6256998,-73.5092567,2026,1,23,4,0,600,120,600,120,600,120,600,120,600,120,622,111,651,157,3632569442
complementary_plate_italiana_50,Fettuccine Alfredo,Italiana,55000,52,4.1,rest_italiana_7,La Trattoria,Italiana,5.6399555,-73.5309491,2024,4,12,4,0,720,1380,720,1380,720,1380,720,1380,720,1380,699,1376,688,1369,3113490091
complementary_plate_italiana_51,Pizza Margherita del Chef,Italiana,50500,32,3.6,rest_italiana_12,Il Forno,Italiana,5.6447262,-73.5123058,2025,7,14,0,0,600,120,600,120,600,120,600,120,600,120,598,162,656,171,
complementary_plate_italiana_52,Pasta Carbonara,Italiana,37000,48,3.5,rest_italiana_15,La Trattoria,Italiana,5.6480986,-73.5306667,2025,12,11,3,0,600,120,600,120,600,120,600,120,600,120,620,102,582,154,
complementary_plate_italiana_53,Ravioli,Italiana,48000,69,4.4,rest_italiana_2,Pasta & Vino,Italiana,5.6423859,-73.5149868,2025,8,9,5,0,720,1380,720,1380,720,1380,720,1380,720,1380,692,1373,748,1433,3638613078
complementary_plate_italiana_54,Lasaña Bolognesa,Italiana,69000,43,3.9,rest_italiana_8,La Trattoria,Italiana,5.6203908,-73.5101169,2025,7,9,2,0,420,1380,420,1380,420,1380,420,1380,420,1380,371,1374,453,1358,3453356944
complementary_plate_italiana_55,Risotto Especial,Italiana,31000,52,3.4,rest_italiana_4,Il Forno,Italiana,5.6330585,-73.5312514,2024,10,5,5,1,600,120,600,120,600,120,600,120,600,120,599,102,608,96,3923544896
complementary_plate_italiana_56,Bruschetta,Italiana,40000,48,3.8,rest_italiana_19,Pasta & Vino,Italiana,5.6407085,-73.5376023,2025,4,5,5,0,480,1320,480,1320,480,1320,480,1320,480,1320,480,1315,432,1359,3342508766
complementary_plate_italiana_57,Calzone,Italiana,65500,42,3.4,rest_italiana_9,Pasta & Vino,Italiana,5.6235147,-73.5347611,2026,2,6,4,1,600,120,600,120,600,120,600,120,600,120,650,104,632,146,3725810921
complementary_plate_italiana_58,Antipasto,Italiana,38000,45,3.2,rest_italiana_10,Bella Italia,Italiana,5.6340251,-73.5157601,2024,4,17,2,0,420,1380,420,1380,420,1380,420,1380,420,1380,423,1430,382,1392,3410874936
complementary_plate_italiana_59,Antipasto,Italiana,30000,54,3.5,rest_italiana_6,Pasta & Vino,Italiana,5.6213281,-73.5060221,2025,10,15,2,1,720,1380,720,1380,720,1380,720,1380,720,1380,703,1385,746,1421,3344721769
complementary_plate_italiana_60,Lasaña Bolognesa,Italiana,36500,50,4.0,rest_italiana_10,Pasta & Vino,Italiana,5.6231431,-73.5382001,2024,3,19,1,0,480,1320,480,1320,480,1320,480,1320,480,1320,460,1355,480,1353,3237091252
complementary_plate_italiana_61,Lasaña Bolognesa,Italiana,70000,37,3.3,rest_italiana_7,La Trattoria,Italiana,5.6358769,-73.5106339,2025,6,14,5,0,600,120,600,120,600,120,600,120,600,120,583,171,627,158,3824162743
complementary_plate_italiana_62,Calzone,Italiana,53000,46,4.5,rest_italiana_5,Il Forno,Italiana,5.6253086,-73.5263473,2024,7,2,1,0,420,1380,420,1380,420,1380,420,1380,420,1380,400,1417,420,1363,3588808673
complementary_plate_italiana_63,Lasaña Bolognesa,Italiana,30500,58,3.3,rest_italiana_17,Il Forno,Italiana,5.6427016,-73.5208589,2025,3,10,0,1,720,1380,720,1380,720,1380,720,1380,720,1380,684,1400,760,1371,3995206152
complementary_plate_italiana_64,Ossobuco Clásico,Italiana,70000,42,4.5,rest_italiana_10,Bella Italia,Italiana,5.6475786,-73.5028456,2025,9,11,3,0,600,120,600,120,600,120,600,120,600,120,639,124,569,123,
complementary_plate_italiana_65,Gnocchi,Italiana,54000,58,4.6,rest_italiana_13,Pasta & Vino,Italiana,5.6520235,-73.5267211,2026,2,1,6,0,420,1380,420,1380,420,1380,420,1380,420,1380,466,1390,417,1389,
complementary_plate_italiana_66,Ossobuco Especial,Italiana,36000,51,3.8,rest_italiana_9,Il Forno,Italiana,5.628006,-73.5213865,2025,7,8,1,0,600,120,600,120,600,120,600,120,600,120,585,172,643,107,3419062703
complementary_plate_italiana_67,Risotto,Italiana,70000,46,4.0,rest_italiana_20,Il Forno,Italiana,5.6266993,-73.5394527,2025,7,1,1,1,420,1380,420,1380,420,1380,420,1380,420,1380,363,1391,414,1398,3302883601
complementary_plate_italiana_68,Risotto del Chef,Italiana,42500,60,4.1,rest_italiana_13,Pasta & Vino,Italiana,5.6241827,-73.5367361,2025,12,21,6,1,420,1380,420,1380,420,1380,420,1380,420,1380,373,1359,391,1370,3818171506
complementary_plate_italiana_69,Pizza Margherita,Italiana,63000,44,3.5,rest_italiana_18,Bella Italia,Italiana,5.6454572,-73.5296563,2025,4,30,2,0,720,1380,720,1380,720,1380,720,1380,720,1380,695,1427,735,1398,
complementary_plate_italiana_70,Lasaña Bolognesa Especial,Italiana,70000,34,2.9,rest_italiana_5,Bella Italia,Italiana,5.648259,-73.5388859,2024,12,10,1,0,600,120,600,120,600,120,600,120,600,120,658,126,554,150,
complementary_plate_italiana_71,Ossobuco,Italiana,45000,43,3.0,rest_italiana_17,Bella Italia,Italiana,5.6212634,-73.514745,2024,7,16,1,0,420,1380,420,1380,420,1380,420,1380,420,1380,433,1375,431,1361,3581908110
complementary_plate_italiana_72,Tiramisu Clásico,Italiana,47000,61,4.5,rest_italiana_6,Pasta & Vino,Italiana,5.6574485,-73.5229441,2025,7,2,2,0,480,1320,480,1320,480,1320,480,1320,480,1320,437,1298,531,1379,
complementary_plate_italiana_73,Ravioli,Italiana,32500,60,4.3,rest_italiana_20,Bella Italia,Italiana,5.6220789,-73.5180742,2025,5,21,2,0,600,120,600,120,600,120,600,120,600,120,569,148,586,132,3374343182
complementary_plate_italiana_74,Gnocchi Especial,Italiana,57000,40,3.6,rest_italiana_12,La Trattoria,Italiana,5.6416519,-73.5330141,2024,8,31,5,0,720,1380,720,1380,720,1380,720,1380,720,1380,675,1432,712,1404,3293107918
complementary_plate_italiana_75,Antipasto,Italiana,35000,61,3.6,rest_italiana_3,Bella Italia,Italiana,5.6483624,-73.5281627,2024,4,28,6,0,600,120,600,120,600,120,600,120,600,120,544,154,651,131,
complementary_plate_italiana_76,Antipasto Especial,Italiana,70000,31,3.5,rest_italiana_7,Pasta & Vino,Italiana,5.6548388,-73.513447,2024,5,23,3,0,480,1320,480,1320,480,1320,480,1320,480,1320,491,1304,488,1310,
complementary_plate_italiana_77,Tiramisu,Italiana,42500,52,3.5,rest_italiana_6,Bella Italia,Italiana,5.6485635,-73.5013879,2025,11,24,0,0,600,120,600,120,600,120,600,120,600,120,644,125,599,147,
complementary_plate_italiana_78,Pizza Margherita,Italiana,70000,48,3.9,rest_italiana_20,Bella Italia,Italiana,5.6520691,-73.5379833,2026,1,31,5,1,600,120,600,120,600,120,600,120,600,120,607,178,634,145,
complementary_plate_italiana_79,Lasaña Bolognesa,Italiana,37500,47,3.6,rest_italiana_11,Il Forno,Italiana,5.633578,-73.5043846,2024,6,18,1,1,480,1320,480,1320,480,1320,480,1320,480,1320,421,1318,461,1344,3165113119
complementary_plate_italiana_80,Tiramisu Premium,Italiana,70000,45,3.7,rest_italiana_7,Il Forno,Italiana,5.652593,-73.5169248,2025,9,8,0,0,720,1380,720,1380,720,1380,720,1380,720,1380,758,1423,778,1395,
complementary_plate_italiana_81,Pizza Margherita del Chef,Italiana,39500,55,2.7,rest_italiana_11,Bella Italia,Italiana,5.6232046,-73.5174432,2025,11,28,4,0,720,1380,720,1380,720,1380,720,1380,720,1380,672,1353,728,1427,3917844263
complementary_plate_italiana_82,Lasaña Bolognesa,Italiana,63000,54,4.3,rest_italiana_7,Bella Italia,Italiana,5.6557927,-73.5199889,2025,6,13,4,0,720,1380,720,1380,720,1380,720,1380,720,1380,744,1376,685,1388,
complementary_plate_italiana_83,Pizza Margherita,Italiana,63500,43,3.7,rest_italiana_2,Il Forno,Italiana,5.6419037,-73.5372242,2025,1,13,0,1,480,1320,480,1320,480,1320,480,1320,480,1320,437,1346,435,1338,3167960025
complementary_plate_italiana_84,Bruschetta Especial,Italiana,40500,52,3.2,rest_italiana_19,Il Forno,Italiana,5.6526919,-73.5364049,2024,9,6,4,0,600,120,600,120,600,120,600,120,600,120,591,115,566,138,
complementary_plate_italiana_85,Tiramisu,Italiana,38000,59,3.8,rest_italiana_7,Bella Italia,Italiana,5.6380927,-73.5159635,2024,12,8,6,0,720,1380,720,1380,720,1380,720,1380,720,1380,756,1376,675,1412,3197754068
complementary_plate_italiana_86,Fettuccine Alfredo,Italiana,70000,40,4.2,rest_italiana_1,Pasta & Vino,Italiana,5.6457431,-73.5263617,2026,1,21,2,1,480,1320,480,1320,480,1320,480,1320,480,1320,522,1354,466,1351,
complementary_plate_italiana_87,Fettuccine Alfredo de la Casa,Italiana,32500,67,4.5,rest_italiana_3,Bella Italia,Italiana,5.6410561,-73.5033093,2025,6,17,1,1,600,120,600,120,600,120,600,120,600,120,591,102,585,136,3355889227
complementary_plate_italiana_88,Risotto,Italiana,49000,56,3.4,rest_italiana_19,Il Forno,Italiana,5.6492636,-73.5237364,2025,8,9,5,0,600,120,600,120,600,120,600,120,600,120,542,125,633,172,
complementary_plate_italiana_89,Ossobuco Especial,Italiana,30000,56,3.8,rest_italiana_10,Il Forno,Italiana,5.6232652,-73.5342687,2024,4,1,0,0,720,1380,720,1380,720,1380,720,1380,720,1380,726,1369,677,1438,3478946770
